movieId,title,Plot,actors,director,runtime,cert,imdb_rating,imdb_id,poster
1818,Beyond Silence,Since the earliest days in her childhood Lara has had a difficult but important task. Both her parents are deaf-mute and Lara has to translate from sign-language to the spoken word and vice...,"Sylvie Testud, Tatjana Trieb, Howie Seago, Emmanuelle Laborit",Caroline Link,109,PG-13,7.5,tt0116692,https://m.media-amazon.com/images/M/MV5BZDQ1YjJkYjgtMDJlZC00ZDA3LTk3YzEtYjUyZjE3MjEzNDVkXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg
1819,Six Days Seven Nights,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.","Harrison Ford, Anne Heche, David Schwimmer, Jacqueline Obradors",Ivan Reitman,98,PG-13,5.8,tt0120828,https://m.media-amazon.com/images/M/MV5BZDgwYzNlMjYtNjQxMy00NjQxLWJiMTItNjkzZTQ0ZTZiMTcyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1820,Can't Hardly Wait,Multicharacter teenage comedy about high school graduates with different agenda of life on graduation night.,"Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose","Harry Elfont, Deborah Kaplan",100,PG-13,6.5,tt0127723,https://m.media-amazon.com/images/M/MV5BZGY5NDIwNWMtN2IxZC00ODYxLWI1ZjgtOTQ4ZjhlYzMyZGEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1821,Cousin Bette,"Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister, tries to ingratiate herself into lives of her brother-in-law, Baron Hulot, and her ...","Geraldine Chaplin, John Benfield, Hugh Laurie, Jessica Lange",Des McAnuff,108,R,6.2,tt0118894,https://m.media-amazon.com/images/M/MV5BNzVmZDgwZGYtY2VmOS00YmY4LTgyMWQtZDRhMjUzNzE2NzBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1822,High Art,"A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.","Radha Mitchell, Gabriel Mann, Charis Michelsen, David Thornton",Lisa Cholodenko,101,R,6.7,tt0139362,https://m.media-amazon.com/images/M/MV5BMGY4NTRmN2ItMDFkMS00YjY4LWFlZWEtZGFkYjRjODE2OTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
1823,The Land Girls,Three young women from very different walks of life join the women's land army during World War II and are sent to work together on a farm in Dorset and the experience changes their lives forever.,"Catherine McCormack, Rachel Weisz, Anna Friel, Steven Mackintosh",David Leland,111,R,6.3,tt0119494,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAzNjkzOTgwODleQTJeQWpwZ15BbWU3MDk3NzE2MTE@._V1_SX300.jpg
1824,Passion in the Desert,Young French officer Augustin Robert escorts artist Jean-Michel Venture de Paradis to Egypt during Napoleon's Egyptian campaign. Napoleon sent de Paradis to record Egypt's great monuments ...,"Ben Daniels, Michel Piccoli, Paul Meston, Kenneth Collard",Lavinia Currier,91,PG-13,6.5,tt0125980,https://images-na.ssl-images-amazon.com/images/M/MV5BNzM2MDk3NDIxOV5BMl5BanBnXkFtZTcwMTcwMjYzMQ@@._V1_SX300.jpg
1825,AmaZulu: The Children of Heaven,"Life in a South African Township is seen through the eyes of seven pupils as they come together under the parental eye of Mr Mtshali, headmaster of Velabahleke High School Velabahleke (Come...",N/A,"Hannan Majid, Richard York",92,N/A,8.1,tt1437390,N/A
1826,Dear Jesse,"Can you go home again? What if you're a gay man and home is a state where voters keep electing a homophobe to the US Senate? In 1996, at age 30, native son Tim Kirkman returns to North ...","Nathan A. Barbour, Karen Brown, Patsy Clarke, Hal Crowther",Tim Kirkman,82,N/A,7.3,tt0150290,http://ia.media-imdb.com/images/M/MV5BMjE2NjU3MTE1NV5BMl5BanBnXkFtZTcwOTcyNzc3MQ@@._V1_SX300.jpg
1827,Dream for an Insomniac,"Girl leads a lonely life until she meets the boy of her dreams. The boy, however, has a live-in girlfriend.","Ione Skye, Jennifer Aniston, Mackenzie Astin, Michael Landes",Tiffanie DeBartolo,90,R,6.2,tt0116141,https://m.media-amazon.com/images/M/MV5BNjg5ODk4NDk2Ml5BMl5BanBnXkFtZTYwNjU4Mzk5._V1_SX300.jpg
1828,Hav Plenty,"Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to ...","Christopher Scott Cherot, Chenoa Maxwell, Tammi Katherine Jones, Robinne Lee",Christopher Scott Cherot,92,R,6.6,tt0126938,https://m.media-amazon.com/images/M/MV5BOTA0MzIzODU2OV5BMl5BanBnXkFtZTcwMjc4OTcxMQ@@._V1_SX300.jpg
1829,Henry Fool,"Socially inept garbage man Simon is befriended by Henry Fool, a witty roguish, but talentless novelist. Henry opens a magical world of literature to Simon who turns his hand to writing the ...","Thomas Jay Ryan, James Urbaniak, Parker Posey, Maria Porter",Hal Hartley,137,R,7.3,tt0122529,https://m.media-amazon.com/images/M/MV5BMTIwNzM3OTg4MF5BMl5BanBnXkFtZTYwODY4MzI5._V1_SX300.jpg
1830,Extinction,"A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.","Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay",Ben Young,95,TV-MA,5.8,tt3201640,https://m.media-amazon.com/images/M/MV5BMTU5OTYzMzcwOF5BMl5BanBnXkFtZTgwNTkzMzk4NTM@._V1_SX300.jpg
1831,Mr. Jealousy,Lester is an occasional substitute teacher and he's very jealous. He is jealous about the last boyfriend of Lester's slightly wacky current partner Ramona - arrogant best-selling author ...,"Eric Stoltz, Annabella Sciorra, Chris Eigeman, Carlos Jacott",Noah Baumbach,103,R,6.5,tt0119717,https://m.media-amazon.com/images/M/MV5BMTUzYWM1NDItMmYwNC00ZTA4LTg2MjktOGI5Y2NlNjRlOGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1832,Mulan,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Miguel Ferrer, Harvey Fierstein, Freda Foh Shen, June Foray","Tony Bancroft, Barry Cook",88,G,7.6,tt0120762,https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1833,Resurrection Man,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and ...","David Williamson, Stuart Townsend, Brenda Fricker, George Shane",Marc Evans,102,R,5.4,tt0140508,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNDE0MDQyOF5BMl5BanBnXkFtZTcwODg3NDYyMQ@@._V1_SX300.jpg
1834,The Making of 'The X Files: Fight the Future',"An exploration of how completely different the television series is from the film. The cast and filmmakers underwent quite a change in order to create the film X Files, The (1998). We are ...","Mitch Pileggi, Chris Carter, Rob Bowman, David Duchovny",N/A,27,N/A,7.3,tt0365474,https://m.media-amazon.com/images/M/MV5BMTQ1MDEzODY0Nl5BMl5BanBnXkFtZTgwMDUzNTc1MDE@._V1_SX300.jpg
1835,I Went Down,"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who ...","Peter McDonald, Antoine Byrne, David Wilmot, Michael McElhatton",Paddy Breathnach,107,R,7.0,tt0126344,https://images-na.ssl-images-amazon.com/images/M/MV5BZjljNTBlYmItYTY0NS00ODQ0LThjNTMtZmY1NTU4NTQ0MzM5XkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_SX300.jpg
1836,Doctor Dolittle,A doctor discovers that he can communicate with animals.,"Eddie Murphy, Ossie Davis, Oliver Platt, Peter Boyle",Betty Thomas,85,PG-13,5.4,tt0118998,https://m.media-amazon.com/images/M/MV5BNGVmYjI4ZjktMjVkNi00ZTRlLWJlYTMtNzMxYjQ0ZDIyZWNmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg
1837,Out of Sight,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.","George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone",Steven Soderbergh,123,R,7.0,tt0120780,https://m.media-amazon.com/images/M/MV5BMjA0MjMwNTE4Nl5BMl5BanBnXkFtZTgwNjExNzQxMTE@._V1_SX300.jpg
1838,Picnic at Hanging Rock,"During a rural summer picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind.","Rachel Roberts, Vivean Gray, Helen Morse, Kirsty Child",Peter Weir,115,PG,7.6,tt0073540,https://m.media-amazon.com/images/M/MV5BMzg2NjRiYTEtYjdlMS00ZDU4LWI0YWItMGFkZjM2ZmI2OWU1XkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg
1839,Smoke Signals,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by...","Adam Beach, Evan Adams, Irene Bedard, Gary Farmer",Chris Eyre,89,PG-13,7.2,tt0120321,https://m.media-amazon.com/images/M/MV5BMjA4MjU1NTg0NF5BMl5BanBnXkFtZTgwODYwMDQ1MjE@._V1_SX300.jpg
1840,Voyage to the Beginning of the World,"Manoel is aging film director who travels with the film crew through Portugal in search of the origins of Afonso, a famous French actor whose father emigrated from Portugal to France and in...","Marcello Mastroianni, Jean-Yves Gautier, Leonor Silveira, Diogo Dória",Manoel de Oliveira,91,N/A,7.0,tt0120443,https://images-na.ssl-images-amazon.com/images/M/MV5BYmEzMmZjMGEtY2U1NS00OGUzLTg1NWItMTE3NTRmZTA4NTA4XkEyXkFqcGdeQXVyMjUyMTE3MTc@._V1_SX300.jpg
1841,Buffalo '66,"After being released from prison, Billy is set to visit his parents with his wife, whom he does not actually have. This provokes Billy to act out, as he kidnaps a girl and forces her to act as his wife for the visit.","Vincent Gallo, Christina Ricci, Ben Gazzara, Mickey Rourke",Vincent Gallo,110,R,7.5,tt0118789,https://m.media-amazon.com/images/M/MV5BMWJkZDFhOTEtMzc5NS00ZmZjLWJmZDItODAzNzgxZjM4NWFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1842,Armageddon,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core drillers to save the planet.","Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler",Michael Bay,151,PG-13,6.7,tt0120591,https://m.media-amazon.com/images/M/MV5BMGM0NzE2YjgtZGQ4YS00MmY3LTg4ZDMtYjUwNTNiNTJhNTQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1843,Lethal Weapon 4,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.","Mel Gibson, Danny Glover, Joe Pesci, Rene Russo",Richard Donner,127,R,6.6,tt0122151,https://m.media-amazon.com/images/M/MV5BYmU2YTYwYmUtMTYzOC00YzJmLTk1NDktMzU4YzA3Njc1ZmY0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
1844,Madeline,"The adventurous, young Madeline is very good at getting into trouble, but she's also fantastic in solving problems as well, and her school-mistress Miss Clavel is not too approving of her. ...","Frances McDormand, Nigel Hawthorne, Hatty Jones, Ben Daniels",Daisy von Scherler Mayer,88,PG,6.0,tt0123987,https://m.media-amazon.com/images/M/MV5BNzg3MjcwMjE0NV5BMl5BanBnXkFtZTcwOTc1ODgxMQ@@._V1_SX300.jpg
1845,Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.","David Cross, Jay Mohr, Alexandra Wilson, Denis Leary",Joe Dante,110,PG-13,6.1,tt0122718,https://m.media-amazon.com/images/M/MV5BNzhiZmZkYjQtMTFlZi00YmQ2LTg5NGEtM2M4ZTg4ZjAyNzI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1846,Pi,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart",Darren Aronofsky,84,R,7.4,tt0138704,https://m.media-amazon.com/images/M/MV5BMjYzNTA4YzItYTQ2Yy00NDQwLWI2OGItN2JmMjZhZTVhMzI5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
1847,Whatever,"A teen faces her impending adulthood in the carefree sex and drug revolution years of the early 80's prior to fears of AIDS. She lives with her bitter, divorced mother and her sadistic kid ...","Liza Weil, Chad Morgan, Frederic Forrest, Kathryn Rossetter",Susan Skoog,112,R,6.4,tt0140688,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3ODUzNTcwOF5BMl5BanBnXkFtZTYwNTU0MTk5._V1_SX300.jpg
1848,There's Something About Mary,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.","Cameron Diaz, Matt Dillon, Ben Stiller, Lee Evans","Bobby Farrelly, Peter Farrelly",119,R,7.1,tt0129387,https://m.media-amazon.com/images/M/MV5BZWFlZjE5OTYtNWY0ZC00MzgzLTg5MjUtYTFkZjk2NjJkYjM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
1849,Plan 9 from Outer Space,"Evil aliens attack Earth and set their terrible ""Plan 9"" in action. As the aliens resurrect the dead of the Earth to destroy the living, our lives are in danger.","Gregory Walcott, Mona McKinnon, Duke Moore, Tom Keene",Edward D. Wood Jr.,79,Not Rated,4.0,tt0052077,https://m.media-amazon.com/images/M/MV5BMzUzMzA0NDE3MF5BMl5BanBnXkFtZTgwMzg1Mjc1MDE@._V1_SX300.jpg
1850,Wings,"Two young men, one rich, one middle class, who are in love with the same woman, become fighter pilots in World War I.","Clara Bow, Charles 'Buddy' Rogers, Richard Arlen, Jobyna Ralston","William A. Wellman, Harry d'Abbadie d'Arrast",144,PG-13,7.7,tt0018578,https://m.media-amazon.com/images/M/MV5BYTI1YjgzZmMtZmIyYy00YTkwLTgyOWEtOTVlNTFkZmMzNTk3XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
1851,The Broadway Melody,"A pair of sisters from the vaudeville circuit try to make it big time on Broadway, but matters of the heart complicate the attempt.","Charles King, Anita Page, Bessie Love",Harry Beaumont,100,Passed,6.2,tt0019729,https://m.media-amazon.com/images/M/MV5BZmJlOWM4NDEtYmZmYS00MTIyLTgwYWMtMjFhYmNhZWU4ZmVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
1852,All Quiet on the Western Front,A young soldier faces profound disillusionment in the soul-destroying horror of World War I.,"Louis Wolheim, Lew Ayres, John Wray, Arnold Lucy",Lewis Milestone,136,NOT RATED,8.1,tt0020629,https://m.media-amazon.com/images/M/MV5BMzg2MWQ4MDEtOGZlNi00MTg0LWIwMjQtYWY5NTQwYmUzMWNmXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg
1853,Cimarron,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,"Richard Dix, Irene Dunne, Estelle Taylor, Nance O'Neil",Wesley Ruggles,123,PASSED,6.0,tt0021746,https://m.media-amazon.com/images/M/MV5BMjExODI2MjE4NF5BMl5BanBnXkFtZTgwMDA2NTAwMjE@._V1_SX300.jpg
1854,Grand Hotel,A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,"Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery",Edmund Goulding,112,NOT RATED,7.5,tt0022958,https://m.media-amazon.com/images/M/MV5BODc5OWY0MWQtZjgzMS00YTA1LTk1ZmEtY2VmYTgwYmU4ZjAwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
1855,Cavalcade,"The triumphs and tragedies of two English families, the upper-crust Marryots and the working-class Bridges, from 1899 to 1933 are portrayed.","Diana Wynyard, Clive Brook, Una O'Connor, Herbert Mundin",Frank Lloyd,112,Passed,6.0,tt0023876,https://m.media-amazon.com/images/M/MV5BMjM1MjQyNDgxMl5BMl5BanBnXkFtZTgwMjgxMDE5MjE@._V1_SX300.jpg
1856,Mutiny on the Bounty,"A tyrannical ship captain decides to exact revenge on his abused crew after they form a mutiny against him, but the sailor he targets had no hand in it.","Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin",Frank Lloyd,132,NOT RATED,7.8,tt0026752,https://m.media-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1857,The Great Ziegfeld,"The ups and downs of Florenz Ziegfeld Jr., famed producer of extravagant stage revues, are portrayed.","William Powell, Myrna Loy, Luise Rainer, Frank Morgan",Robert Z. Leonard,176,Not Rated,6.8,tt0027698,https://m.media-amazon.com/images/M/MV5BOTEzMTZjNjQtMDdiOC00YzU3LTgwODItYjEyYjRiNWFiNmZkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
1858,The Life of Emile Zola,The biopic of the famous French muckraking writer and his involvement in fighting the injustice of the Dreyfuss Affair.,"Paul Muni, Gale Sondergaard, Joseph Schildkraut, Gloria Holden",William Dieterle,116,NOT RATED,7.3,tt0029146,https://m.media-amazon.com/images/M/MV5BNDI2ODAyNDQzMV5BMl5BanBnXkFtZTgwNzE2MzI2MzE@._V1_SX300.jpg
1859,You Can't Take It with You,A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,"Jean Arthur, Lionel Barrymore, James Stewart, Edward Arnold",Frank Capra,126,PASSED,8.0,tt0030993,https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1860,How Green Was My Valley,"At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life.","Walter Pidgeon, Maureen O'Hara, Anna Lee, Donald Crisp",John Ford,118,NOT RATED,7.8,tt0033729,https://m.media-amazon.com/images/M/MV5BMjE1YWRmMWEtYTQ0Yy00NGEwLWFmNzAtZDkwOWNjMzkwYzJmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1861,Mrs. Miniver,A British family struggles to survive the first months of World War II.,"Greer Garson, Walter Pidgeon, Teresa Wright, May Whitty",William Wyler,134,Not Rated,7.6,tt0035093,https://m.media-amazon.com/images/M/MV5BY2UxNjcwYmQtODc1NC00ZjQ1LTk4NDctZTE0NjhlMjNlOTEyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1862,Going My Way,"Father Charles O'Mailey, a young priest at a financially failing Church in a tough neighborhood, gains support and inspires his superior.","Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown",Leo McCarey,126,Passed,7.2,tt0036872,https://m.media-amazon.com/images/M/MV5BODU3MDUzMzItNjk4Ni00ODQxLWI2NDUtNDIzMzc5YmYyMTYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1863,The Lost Weekend,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva",Billy Wilder,101,NOT RATED,8.0,tt0037884,https://m.media-amazon.com/images/M/MV5BMTk4NDQ0NjgyNF5BMl5BanBnXkFtZTgwMTE3NTkxMTE@._V1_SX300.jpg
1864,The Best Years of Our Lives,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.,"Myrna Loy, Fredric March, Dana Andrews, Teresa Wright",William Wyler,170,APPROVED,8.1,tt0036868,https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
1865,Gentleman's Agreement,"A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred.","Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm",Elia Kazan,118,NOT RATED,7.4,tt0039416,https://m.media-amazon.com/images/M/MV5BMTZhYWIxNmMtYzE2OS00YzljLWI2YTQtZTE0NDU5ZDQwZTc0L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1866,Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.","Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",Kenneth Branagh,242,PG-13,7.8,tt0116477,https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg
1867,All the King's Men,"Based on the Robert Penn Warren novel. The life of populist Southerner Willie Stark, a political creature loosely based on Governor Huey Long of Louisiana.","Sean Penn, Jude Law, Anthony Hopkins, Kate Winslet",Steven Zaillian,128,PG-13,6.2,tt0405676,https://m.media-amazon.com/images/M/MV5BMzY1MTIyNDg4MF5BMl5BanBnXkFtZTcwODQ4MTEzMw@@._V1_SX300.jpg
1868,The Greatest Show on Earth,"The dramatic lives of trapeze artists, a clown, and an elephant trainer are told against a background of circus spectacle.","Betty Hutton, Cornel Wilde, Charlton Heston, Dorothy Lamour",Cecil B. DeMille,152,NOT RATED,6.7,tt0044672,https://m.media-amazon.com/images/M/MV5BMTUzNjk5NTQ1M15BMl5BanBnXkFtZTgwNTg5NDc2MjE@._V1_SX300.jpg
1869,From Here to Eternity,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.","Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed",Fred Zinnemann,118,NOT RATED,7.7,tt0045793,https://m.media-amazon.com/images/M/MV5BM2U3YzkxNGMtYWE0YS00ODk0LTk1ZGEtNjk3ZTE0MTk4MzJjXkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_SX300.jpg
1870,On the Waterfront,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",Elia Kazan,108,NOT RATED,8.2,tt0047296,https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
1871,Marty,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,"Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli",Delbert Mann,90,NOT RATED,7.7,tt0048356,https://m.media-amazon.com/images/M/MV5BMDhjZjAzZTktMTY0MC00ZTVhLWE4NDQtZjIyN2JiYjZlMjU0XkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg
1872,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.","Natalie Wood, Richard Beymer, Russ Tamblyn, Rita Moreno","Jerome Robbins, Robert Wise",153,Not Rated,7.6,tt0055614,https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg
1873,Tom Jones,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th century England.,"George Devine, Rachel Kempson, Angela Baddeley, Joyce Redman",Tony Richardson,128,NOT RATED,6.7,tt0057590,https://m.media-amazon.com/images/M/MV5BMTUxMzgwODM5N15BMl5BanBnXkFtZTcwNTExNDY3NA@@._V1_SX300.jpg
1874,A Man for All Seasons,"The story of Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","Paul Scofield, Wendy Hiller, Leo McKern, Robert Shaw",Fred Zinnemann,120,G,7.8,tt0060665,https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
1875,In the Heat of the Night,An African-American police detective is asked to investigate a murder in a racially hostile southern town.,"Sidney Poitier, Rod Steiger, Warren Oates, Lee Grant",Norman Jewison,110,NOT RATED,8.0,tt0061811,https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
1876,Oliver!,"After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor.","Ron Moody, Shani Wallis, Oliver Reed, Harry Secombe",Carol Reed,153,G,7.5,tt0063385,https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
1877,Midnight Cowboy,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.","Dustin Hoffman, Jon Voight, Sylvia Miles, John McGiver",John Schlesinger,113,R,7.9,tt0064665,https://m.media-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
1878,The French Connection,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco",William Friedkin,104,R,7.8,tt0067116,https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
1879,Rocky,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers",John G. Avildsen,120,PG,8.1,tt0075148,https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg
1880,Kramer vs. Kramer,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.","Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry",Robert Benton,105,PG,7.8,tt0079417,https://m.media-amazon.com/images/M/MV5BNDM3YjNlYmMtOGY3NS00MmRjLWIyY2UtNDA0MWM3OTNlZTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
1881,Ordinary People,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.","Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton",Robert Redford,124,R,7.8,tt0081283,https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
